GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMH001,GMH002,GMH003,GMH004,GMH005,GMH006,GMH007,GMH008,GMH009,GMH010,GMH011,GMH012,GMH013,GMH014,GMH015,GMH016,GMH017,GMH018,GMH019,GMH020,GMH021,GMH022,GMH023,GMH024,GMH025,GMH026
"G0100010","2000","US","3","6","Alabama","01","Autauga","001",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"1543550050","21959029","Autauga County","A","+32523283","-086577176","06",,,355,1223,2378,652,1297,748,234,382,706,508,562,457,1081,96,252,851,182,1220,193,139,897,633,2331,753,516,949
"G0100030","2000","US","3","6","Alabama","01","Baldwin","003",,,,,"0",,,,,,,,,,,,,"5160","99","N","9999","9999","9",,,,,,,,,"4134518782","1115203109","Baldwin County","A","+30592781","-087748260","06",,,929,6204,5507,1819,4026,2689,799,1583,2513,2280,2543,1653,1497,237,538,2388,588,4913,587,673,2255,2166,8522,3180,1721,1128
"G0100050","2000","US","3","6","Alabama","01","Barbour","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2291889572","50799584","Barbour County","A","+31856515","-085331312","06",,,376,555,2067,245,530,467,51,135,184,200,220,173,239,49,123,1131,73,541,175,33,261,186,1335,354,242,248
"G0100070","2000","US","3","6","Alabama","01","Bibb","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1613627425","8124469","Bibb County","A","+33040054","-087123243","06",,,382,698,1370,210,343,470,55,77,190,218,142,207,147,65,21,522,130,448,138,45,203,232,1144,196,163,151
"G0100090","2000","US","3","6","Alabama","01","Blount","009",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"1672057889","12998871","Blount County","A","+33978461","-086554768","06",,,583,2540,3041,967,1319,1280,188,436,579,732,322,629,443,114,207,1391,200,1316,361,147,830,524,3224,484,490,354
"G0100110","2000","US","3","6","Alabama","01","Bullock","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1618775183","2703063","Bullock County","A","+32098285","-085704915","06",,,261,186,460,83,108,193,21,38,57,152,94,85,151,99,7,339,20,151,53,13,64,48,461,70,58,169
"G0100130","2000","US","3","6","Alabama","01","Butler","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2012076972","2732130","Butler County","A","+31735884","-086662232","06",,,362,534,1097,228,557,272,54,101,146,244,130,219,251,56,37,740,92,606,105,65,164,82,1035,400,186,243
"G0100150","2000","US","3","6","Alabama","01","Calhoun","015",,,,,"0",,,,,,,,,,,,,"0450","99","N","9999","9999","9",,,,,,,,,"1575907564","9996496","Calhoun County","A","+33741989","-085817544","06",,,335,2901,6989,1253,2681,1780,498,590,1855,2134,1208,1172,2653,81,282,3389,461,3460,492,642,910,1073,6650,2009,1180,1178
"G0100170","2000","US","3","6","Alabama","01","Chambers","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1546657021","15382288","Chambers County","A","+32891233","-085288745","06",,,211,1016,3466,202,780,463,132,98,372,451,250,441,219,30,108,2315,54,921,123,246,368,462,1892,519,269,287
"G0100190","2000","US","3","6","Alabama","01","Cherokee","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1432576264","121290944","Cherokee County","A","+34184158","-085621930","06",,,282,776,2236,254,538,460,52,96,160,301,117,215,204,88,62,1412,96,585,98,60,214,117,1236,250,139,132
"G0100210","2000","US","3","6","Alabama","01","Chilton","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1797396705","17552968","Chilton County","A","+32852554","-086689982","06",,,543,2133,2165,450,1022,992,260,333,549,631,290,479,281,48,145,784,206,1226,255,204,803,382,1933,585,421,317
"G0100230","2000","US","3","6","Alabama","01","Choctaw","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2365990097","18999051","Choctaw County","A","+32027681","-088257855","06",,,345,561,1033,78,232,196,18,25,88,179,53,186,49,20,55,405,25,297,83,25,121,106,839,128,181,141
"G0100250","2000","US","3","6","Alabama","01","Clarke","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3207377186","36596298","Clarke County","A","+31688155","-087834164","06",,,431,818,2091,162,501,560,65,84,202,396,96,229,172,47,81,889,63,706,91,47,302,155,1486,277,233,159
"G0100270","2000","US","3","6","Alabama","01","Clay","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1567134311","2403035","Clay County","A","+33265810","-085842858","06",,,229,290,1364,63,288,258,10,91,97,182,63,134,204,13,25,855,56,324,61,41,151,93,694,145,110,89
"G0100290","2000","US","3","6","Alabama","01","Cleburne","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1450940300","2089814","Cleburne County","A","+33647948","-085511937","06",,,228,826,1056,132,328,239,37,49,143,160,108,124,151,40,48,640,55,348,41,28,165,88,800,177,75,102
"G0100310","2000","US","3","6","Alabama","01","Coffee","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1758576346","3854683","Coffee County","A","+31378987","-085956841","06",,,529,1016,1931,281,1026,1122,85,305,505,855,395,646,829,113,140,1093,136,1363,257,145,519,359,2801,584,447,423
"G0100330","2000","US","3","6","Alabama","01","Colbert","033",,,,,"0",,,,,,,,,,,,,"2650","99","N","9999","9999","9",,,,,,,,,"1539831753","75305160","Colbert County","A","+34731480","-087725960","06",,,339,1888,3492,624,1291,1447,138,297,639,789,618,785,512,80,241,1400,255,1640,204,120,582,471,3397,955,602,287
"G0100350","2000","US","3","6","Alabama","01","Conecuh","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2203546316","4436364","Conecuh County","A","+31415613","-087002108","06",,,234,367,803,119,263,363,34,27,69,132,45,104,107,42,31,455,75,331,89,54,87,104,597,125,76,130
"G0100370","2000","US","3","6","Alabama","01","Coosa","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1689820597","36039382","Coosa County","A","+32955511","-086236319","06",,,111,338,1024,128,231,214,2,51,112,145,97,117,89,29,34,772,40,223,44,28,56,81,565,107,84,119
"G0100390","2000","US","3","6","Alabama","01","Covington","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2677571159","26020615","Covington County","A","+31251036","-086416195","06",,,667,1265,1854,359,837,989,140,259,457,495,261,421,381,84,119,1041,162,1005,291,91,307,292,2341,498,398,290
"G0100410","2000","US","3","6","Alabama","01","Crenshaw","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1578805448","3354388","Crenshaw County","A","+31710365","-086289299","06",,,447,469,449,232,272,284,22,91,167,110,66,155,189,49,16,424,170,294,64,4,183,70,879,118,102,137
"G0100430","2000","US","3","6","Alabama","01","Cullman","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1912519740","42457211","Cullman County","A","+34155603","-086830179","06",,,1131,2701,5517,1050,2811,1576,291,502,958,1009,636,1053,582,425,239,2553,311,2365,409,255,892,657,4928,1144,591,506
"G0100450","2000","US","3","6","Alabama","01","Dale","045",,,,,"0",,,,,,,,,,,,,"2180","99","N","9999","9999","9",,,,,,,,,"1453174505","4146470","Dale County","A","+31394100","-085615013","06",,,225,1264,1588,321,1207,1633,106,210,607,817,617,493,871,53,105,1026,98,1405,312,63,479,466,2900,813,581,543
"G0100470","2000","US","3","6","Alabama","01","Dallas","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2540033739","32793461","Dallas County","A","+32379942","-087065563","06",,,312,874,2486,297,829,555,70,200,390,743,391,414,364,13,41,1296,70,982,178,122,342,315,2454,608,459,586
"G0100490","2000","US","3","6","Alabama","01","DeKalb","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2014784830","1908435","DeKalb County","A","+34459133","-085798919","06",,,866,1866,7064,521,1103,1136,252,288,473,596,684,764,491,236,180,4535,199,1594,312,237,611,417,3160,958,433,304
"G0100510","2000","US","3","6","Alabama","01","Elmore","051",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"1609044562","93127438","Elmore County","A","+32596847","-086170765","06",,,293,2496,2752,733,1663,1150,236,490,1102,910,694,890,1458,96,276,1314,339,1686,299,213,1360,926,3797,938,641,1218
"G0100530","2000","US","3","6","Alabama","01","Escambia","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2453710209","14424173","Escambia County","A","+31104135","-087232880","06",,,665,961,2169,270,924,704,172,139,275,388,256,387,447,66,141,1061,80,1004,175,262,392,186,2132,567,373,402
"G0100550","2000","US","3","6","Alabama","01","Etowah","055",,,,,"0",,,,,,,,,,,,,"2880","99","N","9999","9999","9",,,,,,,,,"1385183532","36080591","Etowah County","A","+34018597","-086032125","06",,,367,2924,6772,1172,2867,1899,386,650,1150,1684,1078,1423,1194,111,296,2521,318,3002,310,439,1140,1069,6980,1910,1005,759
"G0100570","2000","US","3","6","Alabama","01","Fayette","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1625632174","4354945","Fayette County","A","+33747077","-087751725","06",,,433,447,1665,146,381,347,18,73,107,220,70,193,159,15,23,605,50,503,90,22,178,108,1131,164,109,134
"G0100590","2000","US","3","6","Alabama","01","Franklin","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1646312169","28139961","Franklin County","A","+34465405","-087832638","06",,,426,830,2906,381,659,623,78,109,239,411,156,309,180,141,41,1682,156,737,106,43,329,174,1652,282,272,167
"G0100610","2000","US","3","6","Alabama","01","Geneva","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1492559453","6793742","Geneva County","A","+31094579","-085796983","06",,,574,800,1348,353,762,761,78,180,199,268,147,326,278,110,46,756,133,648,217,54,297,179,1610,263,240,182
"G0100630","2000","US","3","6","Alabama","01","Greene","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1672782673","36438301","Greene County","A","+32837254","-087950852","06",,,192,207,292,87,139,129,5,50,42,150,42,65,81,11,34,235,35,140,59,7,112,79,586,148,52,130
"G0100650","2000","US","3","6","Alabama","01","Hale","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1667267304","32984565","Hale County","A","+32768094","-087635687","06",,,231,447,951,129,361,250,41,55,97,176,40,161,200,47,47,530,49,373,53,7,172,83,1040,158,99,45
"G0100670","2000","US","3","6","Alabama","01","Henry","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1455045371","16913484","Henry County","A","+31493511","-085253760","06",,,260,454,1025,257,356,420,44,70,179,221,97,110,186,42,51,614,81,400,62,30,199,156,1090,148,139,89
"G0100690","2000","US","3","6","Alabama","01","Houston","069",,,,,"0",,,,,,,,,,,,,"2180","99","N","9999","9999","9",,,,,,,,,"1503124582","3351697","Houston County","A","+31189731","-085350387","06",,,470,2587,3839,1318,2984,2634,457,768,1386,1974,1050,1035,987,87,282,1873,372,3036,774,351,1139,1205,6441,1487,1199,620
"G0100710","2000","US","3","6","Alabama","01","Jackson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2793932065","124376317","Jackson County","A","+34755318","-085948462","06",,,569,1713,5493,477,1171,1312,121,180,524,732,437,619,426,82,202,3300,100,1404,303,99,745,453,3051,731,369,369
"G0100730","2000","US","3","6","Alabama","01","Jefferson","073",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2881639146","28998564","Jefferson County","A","+33527872","-086828050","06",,,1570,16321,22917,10048,17740,12274,4981,11110,15535,15732,9510,7728,6887,339,2114,6852,3843,17398,4168,6073,17841,12969,49045,10002,8412,5714
"G0100750","2000","US","3","6","Alabama","01","Lamar","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1566546589","1600546","Lamar County","A","+33772995","-088084702","06",,,243,446,1498,67,289,306,28,105,121,182,40,175,125,43,31,655,57,411,115,22,178,118,924,143,134,91
"G0100770","2000","US","3","6","Alabama","01","Lauderdale","077",,,,,"0",,,,,,,,,,,,,"2650","99","N","9999","9999","9",,,,,,,,,"1733895504","127745460","Lauderdale County","A","+34876890","-087605700","06",,,486,2641,5812,1005,2539,1939,319,652,972,1746,1166,1088,811,33,225,2656,537,2886,499,229,1080,826,5453,1543,1141,639
"G0100790","2000","US","3","6","Alabama","01","Lawrence","079",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1795852273","63932890","Lawrence County","A","+34554375","-087302184","06",,,278,1568,3350,289,729,528,66,172,337,290,211,392,176,91,175,1263,110,980,118,53,320,287,1721,651,385,244
"G0100810","2000","US","3","6","Alabama","01","Lee","081",,,,,"0",,,,,,,,,,,,,"0580","99","N","9999","9999","9",,,,,,,,,"1576552257","17723094","Lee County","A","+32607485","-085328947","06",,,499,2814,5741,1111,3207,1392,737,1034,1854,4960,2456,1266,1251,81,395,2542,324,3134,333,555,2210,1611,8895,2549,1107,922
"G0100830","2000","US","3","6","Alabama","01","Limestone","083",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"1471241120","101090592","Limestone County","A","+34807445","-086974946","06",,,434,2601,5303,774,1610,952,318,346,1165,973,545,739,749,64,239,2537,287,1957,291,129,647,1001,3669,1056,637,686
"G0100850","2000","US","3","6","Alabama","01","Lowndes","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859446869","18376863","Lowndes County","A","+32171280","-086659917","06",,,231,481,473,150,216,185,20,71,38,124,13,144,138,16,44,415,61,196,39,45,103,83,647,117,166,227
"G0100870","2000","US","3","6","Alabama","01","Macon","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1581247720","7042123","Macon County","A","+32421555","-085721158","06",,,161,451,568,82,337,228,63,74,209,930,257,187,262,31,45,369,44,396,71,42,169,161,2080,465,144,307
"G0100890","2000","US","3","6","Alabama","01","Madison","089",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"2084739506","20532503","Madison County","A","+34730790","-086588226","06",,,490,6800,16599,2437,6987,3187,1959,2537,10528,5520,5089,3020,7578,132,925,8793,1071,7151,988,1494,3314,6126,18096,5530,3109,5456
"G0100910","2000","US","3","6","Alabama","01","Marengo","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2530533970","15034262","Marengo County","A","+32331745","-087788789","06",,,347,399,1620,183,388,421,56,92,168,156,95,180,129,30,32,706,24,550,57,17,211,113,1411,293,188,165
"G0100930","2000","US","3","6","Alabama","01","Marion","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1920255331","5586055","Marion County","A","+34116331","-087878737","06",,,391,772,2998,279,728,698,43,120,238,300,126,323,196,40,57,1528,67,727,153,20,402,126,1647,412,288,189
"G0100950","2000","US","3","6","Alabama","01","Marshall","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468677998","145303458","Marshall County","A","+34329598","-086288884","06",,,675,2746,6427,1026,2682,1301,261,661,1182,952,884,1113,965,208,199,3754,265,2345,239,465,779,803,4012,1283,726,656
"G0100970","2000","US","3","6","Alabama","01","Mobile","097",,,,,"0",,,,,,,,,,,,,"5160","99","N","9999","9999","9",,,,,,,,,"3193690623","1064308706","Mobile County","A","+30722256","-088139667","06",,,1606,12386,18354,5081,9735,6903,1559,3525,7447,7579,4810,4395,3648,228,1348,5134,2054,11396,2104,1443,5321,6403,27566,7450,4255,2924
"G0100990","2000","US","3","6","Alabama","01","Monroe","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2656951618","22457590","Monroe County","A","+31555656","-087359637","06",,,315,498,1797,285,584,518,41,93,212,250,71,161,161,56,53,1054,80,530,126,68,148,156,1188,305,229,176
"G0101010","2000","US","3","6","Alabama","01","Montgomery","101",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"2045477293","25880189","Montgomery County","A","+32331872","-086260844","06",,,467,4403,5393,2409,5564,2945,1361,3044,5041,5013,3460,2791,5407,167,548,2461,749,5627,1000,1332,4542,3707,15840,3668,2861,6011
"G0101030","2000","US","3","6","Alabama","01","Morgan","103",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1507925725","43627686","Morgan County","A","+34507018","-086918920","06",,,593,3943,9931,1083,2773,1826,389,794,2114,1503,1027,1265,1224,141,396,3995,411,3175,476,379,1386,1354,6496,1905,1293,732
"G0101050","2000","US","3","6","Alabama","01","Perry","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1863454321","11896118","Perry County","A","+32613284","-087334017","06",,,163,220,528,56,149,128,3,43,128,221,20,99,69,4,2,452,23,150,24,8,66,19,644,110,67,84
"G0101070","2000","US","3","6","Alabama","01","Pickens","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2282862165","22363229","Pickens County","A","+33274090","-088088963","06",,,387,516,1355,168,355,361,27,110,132,288,58,217,118,73,25,649,92,495,88,34,169,172,1286,153,141,175
"G0101090","2000","US","3","6","Alabama","01","Pike","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1737968630","2749829","Pike County","A","+31792165","-085937370","06",,,355,825,1226,281,820,631,128,285,313,632,416,307,578,85,82,750,137,969,114,36,460,141,1941,623,240,309
"G0101110","2000","US","3","6","Alabama","01","Randolph","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1504900000","7934149","Randolph County","A","+33262424","-085445563","06",,,298,816,1911,120,428,296,47,113,141,303,71,205,172,75,63,1277,24,542,45,17,165,105,1323,250,195,122
"G0101130","2000","US","3","6","Alabama","01","Russell","113",,,,,"0",,,,,,,,,,,,,"1800","99","N","9999","9999","9",,,,,,,,,"1661003813","15699413","Russell County","A","+32376002","-085101100","06",,,245,1658,2963,324,1018,677,195,520,566,569,400,546,616,35,111,1357,99,1270,204,291,1192,585,2625,892,492,452
"G0101150","2000","US","3","6","Alabama","01","St Clair","115",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"1641410695","51432687","St. Clair County","A","+33667273","-086329327","06",,,361,3438,3338,1088,1424,1284,363,658,1095,802,434,952,604,82,299,1185,476,1929,371,354,1215,1043,3526,742,697,453
"G0101170","2000","US","3","6","Alabama","01","Shelby","117",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2058248819","38413582","Shelby County","A","+33269120","-086698665","06",,,609,5606,5779,2842,4776,2827,1984,3499,4839,3242,2118,1888,1406,123,809,1860,1072,3678,891,1688,4646,3442,10295,2108,1772,805
"G0101190","2000","US","3","6","Alabama","01","Sumter","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2343771409","21667529","Sumter County","A","+32558734","-088215706","06",,,215,208,635,80,246,202,43,53,121,268,59,47,81,14,9,374,43,348,68,31,99,52,841,245,103,139
"G0101210","2000","US","3","6","Alabama","01","Talladega","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1915378668","53656638","Talladega County","A","+33368498","-086178278","06",,,728,2374,5199,685,1857,1282,283,322,577,1163,661,893,1150,68,154,2941,241,1929,249,275,944,647,4741,1213,673,645
"G0101230","2000","US","3","6","Alabama","01","Tallapoosa","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859437932","125097133","Tallapoosa County","A","+32850131","-085835005","06",,,282,1264,3298,331,844,581,114,273,428,596,309,483,385,19,128,2203,139,978,131,42,613,308,2300,504,298,381
"G0101250","2000","US","3","6","Alabama","01","Tuscaloosa","125",,,,,"0",,,,,,,,,,,,,"8600","99","N","9999","9999","9",,,,,,,,,"3430104517","69553838","Tuscaloosa County","A","+33235600","-087511691","06",,,1465,4550,8229,1913,4894,2021,629,1152,3052,5686,2225,1723,1548,112,547,2655,486,5098,582,712,2196,2123,14770,2948,1961,1120
"G0101270","2000","US","3","6","Alabama","01","Walker","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2057463774","28245606","Walker County","A","+33819888","-087285406","06",,,1437,2300,2906,679,2020,2046,251,500,677,954,473,871,578,169,135,962,224,2164,451,137,772,619,4348,1015,718,505
"G0101290","2000","US","3","6","Alabama","01","Washington","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2798888327","20423419","Washington County","A","+31366088","-088151002","06",,,391,747,1302,118,317,383,28,49,59,201,48,137,121,109,40,566,17,442,92,44,128,129,901,166,63,180
"G0101310","2000","US","3","6","Alabama","01","Wilcox","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2301677587","48643939","Wilcox County","A","+31993335","-087348302","06",,,250,273,458,104,221,179,17,48,44,129,49,63,38,12,0,226,39,231,76,17,73,29,538,121,97,109
"G0101330","2000","US","3","6","Alabama","01","Winston","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1591383854","45113969","Winston County","A","+34151249","-087418848","06",,,330,717,2549,203,689,670,75,55,163,254,101,270,118,120,46,1061,75,610,175,10,303,111,1280,361,132,168
"G0200130","2000","US","4","9","Alaska","02","Aleutians East","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"18099208933","20780667723","Aleutians East Borough","A","+55125713","-162030237","04",,,84,30,357,26,4,60,2,2,6,31,9,16,43,20,0,130,8,32,35,3,8,15,78,42,17,28
"G0200160","2000","US","4","9","Alaska","02","Aleutians West","016",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11387589341","25173999631","Aleutians West Census Area","S","+52319360","-172454123","05",,,410,155,659,151,57,201,40,20,59,65,85,57,176,29,29,372,41,80,74,4,33,40,165,113,29,108
"G0200200","2000","US","4","9","Alaska","02","Anchorage","020",,,,,"0",,,,,,,,,,,,,"0380","99","N","9999","9999","9",,,,,,,,,"4395766279","683445939","Anchorage Municipality","C","+61191900","-149762097","12",,,2907,6790,1750,3188,7826,8259,2131,3136,7040,6484,5627,3689,6772,979,1205,792,1240,7501,3550,1948,4518,5805,18048,5715,3467,5370
"G0200500","2000","US","4","9","Alaska","02","Bethel","050",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"105239784563","12626578961","Bethel Census Area","S","+60888556","-161191411","05",,,40,181,31,17,301,519,53,56,75,756,117,158,532,9,23,8,10,224,132,25,50,25,1543,119,116,361
"G0200600","2000","US","4","9","Alaska","02","Bristol Bay Borough","060",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1307725488","991362678","Bristol Bay Borough","A","+58690594","-156786726","04",,,5,53,6,2,21,57,24,8,18,47,29,6,52,0,13,3,0,24,44,13,6,6,90,13,7,34
"G0200680","2000","US","4","9","Alaska","02","Denali","068",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"33021449878","64433414","Denali Borough","A","+63893564","-149104615","04",,,115,55,13,5,15,79,2,2,31,33,95,16,46,11,9,6,0,52,16,4,0,32,83,85,15,21
"G0200700","2000","US","4","9","Alaska","02","Dillingham","070",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"48367450285","5836871668","Dillingham Census Area","S","+59190911","-158614040","05",,,59,73,28,6,114,107,12,25,17,202,24,75,137,10,2,5,4,63,67,7,23,14,467,28,91,105
"G0200900","2000","US","4","9","Alaska","02","Fairbanks North Star","090",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19078483082","201438083","Fairbanks North Star Borough","A","+64818590","-147568384","04",,,770,2606,555,592,2103,2179,463,499,1224,2770,1310,1075,2103,160,422,217,165,2262,906,372,933,1112,6196,1872,1041,1351
"G0201000","2000","US","4","9","Alaska","02","Haines","100",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6070244109","989605130","Haines Borough","A","+59245450","-135529519","04",,,57,118,18,8,62,42,14,5,31,31,61,50,41,0,13,10,3,51,29,16,26,26,140,84,24,32
"G0201100","2000","US","4","9","Alaska","02","Juneau","110",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7036141369","1394301430","Juneau City and Borough","C","+58351422","-134511579","03",,,667,941,158,127,853,804,182,336,754,948,626,305,1862,187,94,41,47,836,268,235,387,585,2435,536,450,1873
"G0201220","2000","US","4","9","Alaska","02","Kenai Peninsula","122",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"41474147137","22639962070","Kenai Peninsula Borough","A","+60349178","-150987663","04",,,1919,1708,817,249,1303,967,174,192,530,1014,913,625,863,238,190,229,134,1265,352,120,446,516,2982,1296,658,664
"G0201300","2000","US","4","9","Alaska","02","Ketchikan Gateway","130",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3194034374","1348745006","Ketchikan Gateway Borough","A","+55354938","-131620295","04",,,259,461,318,118,303,567,82,139,255,342,256,140,365,71,96,97,41,459,197,97,239,144,981,398,181,411
"G0201500","2000","US","4","9","Alaska","02","Kodiak Island","150",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"16989921131","14151251696","Kodiak Island Borough","A","+57694078","-152682317","04",,,515,314,617,95,241,280,39,63,95,256,116,141,448,87,17,412,25,415,156,54,123,126,816,284,171,225
"G0201640","2000","US","4","9","Alaska","02","Lake And Peninsula","164",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"61594989981","18453667773","Lake and Peninsula Borough","A","+58605648","-156409989","04",,,8,25,7,3,7,41,5,6,11,62,13,22,80,0,3,0,0,26,18,0,0,3,135,23,20,63
"G0201700","2000","US","4","9","Alaska","02","Matanuska-Susitna","170",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"63924889623","1497666767","Matanuska-Susitna Borough","A","+61762742","-149481089","04",,,1230,2576,457,453,1670,1562,408,369,909,1366,932,686,1193,183,265,137,153,1547,484,569,555,750,3946,1127,662,792
